index,name,count,score
517,arch,927,0.9390695
518,suse,927,0.27438414
519,silverblue,927,0.029194068
520,mint,927,0.15251417
521,mint,927,0.10770902
522,mint,927,0.25590304
523,bazzite,927,0.6846807
524,silverblue,927,0.7264345
525,arch,927,0.2573123
526,ubuntu,927,0.26835194
527,silverblue,927,0.14077277
528,mint,927,0.4795081
529,debian,927,0.8534931
530,gentoo,927,0.19786726
531,bazzite,927,0.5032612
532,bazzite,927,0.8050374
533,steamos,927,0.6780632
534,ubuntu,927,0.20738389
535,silverblue,927,0.68781096
536,ubuntu,927,0.9719774
537,suse,927,0.8774206
538,gentoo,927,0.6043051
539,ubuntu,927,0.17383379
540,mint,927,0.24047185
541,arch,927,0.9206371
542,fedora,927,0.87757295
543,suse,927,0.69294584
544,mint,927,0.8842596
545,ubuntu,927,0.49626315
546,suse,927,0.26987308
547,bazzite,927,0.20259027
548,gentoo,927,0.8435986
549,bazzite,927,0.76295286
550,debian,927,0.49506664
551,steamos,927,0.35220438
552,mint,927,0.9495143
553,fedora,927,0.18520638
554,suse,927,0.31241405
555,debian,927,0.65182966
556,arch,927,0.21792336
557,silverblue,927,0.6554546
558,suse,927,0.11371802
559,silverblue,927,0.24673137
560,silverblue,927,0.9904446
561,arch,927,0.38002977
562,debian,927,0.75359756
563,steamos,927,0.87234485
564,bazzite,927,0.25016922
565,debian,927,0.29553518
566,ubuntu,927,0.31715444
567,mint,927,0.95308024
568,silverblue,927,0.11950508
569,fedora,927,0.09937533
570,gentoo,927,0.23091744
571,bazzite,927,0.82942355
572,gentoo,927,0.62558377
573,ubuntu,927,0.6519721
574,arch,927,0.37356728
575,ubuntu,927,0.630076
576,mint,927,0.3496537
577,gentoo,927,0.44320726
578,arch,927,0.4565515
579,gentoo,927,0.665492
580,fedora,927,0.8953014
581,mint,927,0.7068027
582,gentoo,927,0.88707983
583,suse,927,0.8982842
584,arch,927,0.17099352
585,ubuntu,927,0.9487826
586,fedora,927,0.14169659
587,silverblue,927,0.9775284
588,mint,927,0.7426978
589,ubuntu,927,0.01193722
590,steamos,927,0.037476603
591,steamos,927,0.5677845
592,silverblue,927,0.62079304
593,arch,927,0.27206382
594,arch,927,0.06532636
595,gentoo,927,0.23556651
596,arch,927,0.7667068
597,steamos,927,0.47190624
598,arch,927,0.5640262
599,suse,927,0.41603342
600,steamos,927,0.4192248
601,arch,927,0.8480478
602,silverblue,927,0.5052912
603,suse,927,0.28726777
604,debian,927,0.37856385
605,steamos,927,0.2780172
606,fedora,927,0.93867075
607,silverblue,927,0.5957385
608,fedora,927,0.07651088
609,mint,927,0.8049316
610,fedora,927,0.7738368
611,mint,927,0.8852873
612,suse,927,0.86189926
613,silverblue,927,0.47112298
614,silverblue,927,0.27616185
615,ubuntu,927,0.79912645
616,bazzite,927,0.58148575
617,steamos,927,0.52724105
618,fedora,927,0.9132691
619,arch,927,0.8788559
620,debian,927,0.33960018
621,mint,927,0.7830755
622,silverblue,927,0.36197245
623,fedora,927,0.258904
624,arch,927,0.0137375705
625,silverblue,927,0.65097123
626,ubuntu,927,0.57771105
627,fedora,927,0.11080437
628,ubuntu,927,0.58116734
629,silverblue,927,0.16995859
630,steamos,927,0.2057914
631,silverblue,927,0.8497223
632,steamos,927,0.4206166
633,bazzite,927,0.6400844
634,bazzite,927,0.76872146
635,silverblue,927,0.32898772
636,mint,927,0.8082292
637,bazzite,927,0.8645094
638,suse,927,0.67558193
639,debian,927,0.31023726
640,suse,927,0.0781471
641,ubuntu,927,0.59252053
642,ubuntu,927,0.519429
643,bazzite,927,0.84789646
644,arch,927,0.12780522
645,arch,927,0.9988282
646,gentoo,927,0.7918364
647,steamos,927,0.11146799
648,debian,927,0.981747
649,steamos,927,0.08909391
650,ubuntu,927,0.22148246
651,fedora,927,0.68927777
652,steamos,927,0.66465354
653,bazzite,927,0.5564297
654,bazzite,927,0.91706145
655,silverblue,927,0.362889
656,gentoo,927,0.04584813
657,gentoo,927,0.6572346
658,gentoo,927,0.76827294
659,fedora,927,0.59808594
660,mint,927,0.036705796
661,debian,927,0.02969711
662,silverblue,927,0.34701133
663,arch,927,0.9553565
664,arch,927,0.026328932
665,gentoo,927,0.62879235
666,steamos,927,0.3662096
667,ubuntu,927,0.35564724
668,steamos,927,0.15660454
669,steamos,927,0.797036
670,silverblue,927,0.0035566483
671,debian,927,0.38676843
672,bazzite,927,0.6524358
673,mint,927,0.6382605
674,silverblue,927,0.8249777
675,ubuntu,927,0.06123199
676,fedora,927,0.88991725
677,debian,927,0.94780874
678,suse,927,0.30735123
679,fedora,927,0.6943732
680,ubuntu,927,0.21271288
681,steamos,927,0.7217247
682,steamos,927,0.7146303
683,steamos,927,0.70640504
684,suse,927,0.7841906
685,mint,927,0.20859994
686,arch,927,0.12383499
687,gentoo,927,0.56535095
688,arch,927,0.9038991
689,suse,927,0.043504626
690,mint,927,0.2245909
691,mint,927,0.99135655
692,debian,927,0.93473417
693,ubuntu,927,0.7170828
694,arch,927,0.56671065
695,bazzite,927,0.004065953
696,silverblue,927,0.69425535
697,fedora,927,0.16247143
698,arch,927,0.092005104
699,gentoo,927,0.030977888
700,suse,927,0.73469704
701,bazzite,927,0.20254011
702,steamos,927,0.11162523
703,silverblue,927,0.66243684
704,suse,927,0.14418888
705,arch,927,0.41594207
706,mint,927,0.13680959
707,debian,927,0.35499543
708,bazzite,927,0.8517598
709,steamos,927,0.73995006
710,bazzite,927,0.047000892
711,silverblue,927,0.47797912
712,steamos,927,0.8827236
713,gentoo,927,0.26618162
714,mint,927,0.33212027
715,bazzite,927,0.471086
716,steamos,927,0.7733847
717,arch,927,0.77500665
718,fedora,927,0.85267305
719,mint,927,0.941646
720,fedora,927,0.0025138587
721,steamos,927,0.38642982
722,mint,927,0.07018853
723,arch,927,0.6419197
724,debian,927,0.9801456
725,debian,927,0.8470257
726,gentoo,927,0.060154874
727,debian,927,0.41449422
728,silverblue,927,0.30253032
729,debian,927,0.5565015
730,gentoo,927,0.6849219
731,ubuntu,927,0.68951595
732,gentoo,927,0.122379765
733,steamos,927,0.62285614
734,suse,927,0.17154177
735,fedora,927,0.8525546
736,steamos,927,0.7834602
737,mint,927,0.45931706
738,mint,927,0.08885877
739,gentoo,927,0.058113076
740,arch,927,0.58012706
741,arch,927,0.9226623
742,silverblue,927,0.93940437
743,debian,927,0.8284007
744,bazzite,927,0.45194986
745,mint,927,0.87152725
746,fedora,927,0.6975884
747,steamos,927,0.6570881
748,bazzite,927,0.08232737
749,suse,927,0.15468313
750,fedora,927,0.76397365
751,silverblue,927,0.24365956
752,suse,927,0.44106552
753,mint,927,0.49137092
754,ubuntu,927,0.82394046
755,mint,927,0.106341586
756,suse,927,0.95190096
757,gentoo,927,0.34061906
758,mint,927,0.32927024
759,ubuntu,927,0.011043545
760,gentoo,927,0.7197486
761,silverblue,927,0.99499804
762,ubuntu,927,0.7297088
763,silverblue,927,0.9537135
764,fedora,927,0.50656074
765,suse,927,0.6036865
766,gentoo,927,0.38659373
767,steamos,927,0.62715036
768,debian,927,0.67175543
769,ubuntu,927,0.43009102
770,fedora,927,0.7572933
771,gentoo,927,0.86182886
772,bazzite,927,0.5606341
773,debian,927,0.8919932
774,gentoo,927,0.37751243
775,steamos,927,0.6920949
776,suse,927,0.9195178
777,fedora,927,0.50018764
778,silverblue,927,0.3458949
779,fedora,927,0.7328123
780,silverblue,927,0.64481306
781,mint,927,0.16073163
782,silverblue,927,0.007854127
783,fedora,927,0.39928496
784,arch,927,0.26065874
785,debian,927,0.73626405
786,ubuntu,927,0.0122537585
787,suse,927,0.5977249
788,ubuntu,927,0.69960475
789,suse,927,0.4577564
790,steamos,927,0.47344318
791,silverblue,927,0.43160886
792,arch,927,0.19878724
793,debian,927,0.71121675
794,silverblue,927,0.07177378
795,silverblue,927,0.043485824
796,gentoo,927,0.051520303
797,bazzite,927,0.15061563
798,mint,927,0.50001186
799,fedora,927,0.35759044
800,bazzite,927,0.5991799
801,arch,927,0.48556262
802,suse,927,0.7404869
803,bazzite,927,0.5632735
804,fedora,927,0.66095054
805,bazzite,927,0.5756828
806,arch,927,0.8829708
807,silverblue,927,0.49631688
808,suse,927,0.5821151
809,arch,927,0.23930758
810,suse,927,0.7306624
811,fedora,927,0.2634521
812,steamos,927,0.35594848
813,fedora,927,0.10165632
814,fedora,927,0.1935715
815,bazzite,927,0.22496301
816,bazzite,927,0.9296332
817,suse,927,0.8001694
818,arch,927,0.087838046
819,gentoo,927,0.7693572
820,silverblue,927,0.90701205
821,debian,927,0.2019705
822,steamos,927,0.6852528
823,steamos,927,0.10636543
824,ubuntu,927,0.506107
825,steamos,927,0.5965474
826,gentoo,927,0.52971965
827,gentoo,927,0.9890236
828,arch,927,0.52087504
829,suse,927,0.8526518
830,mint,927,0.5824259
831,ubuntu,927,0.9178647
832,suse,927,0.9092377
833,ubuntu,927,0.4197857
834,debian,927,0.7123307
835,gentoo,927,0.5415315
836,suse,927,0.93829095
837,steamos,927,0.37347075
838,ubuntu,927,0.97250295
839,gentoo,927,0.2790521
840,arch,927,0.8618494
841,suse,927,0.08061476
842,mint,927,0.67158943
843,mint,927,0.720916
844,mint,927,0.48720348
845,debian,927,0.72418904
846,gentoo,927,0.7214991
847,arch,927,0.6965313
848,mint,927,0.92836
849,fedora,927,0.9678597
850,gentoo,927,0.93425566
851,fedora,927,0.2965098
852,fedora,927,0.29298759
853,arch,927,0.5148719
854,ubuntu,927,0.57302666
855,silverblue,927,0.55319464
856,suse,927,0.9701027
857,silverblue,927,0.33923927
858,silverblue,927,0.8214079
859,debian,927,0.6230419
860,silverblue,927,0.7570115
861,debian,927,0.5621039
862,mint,927,0.58902377
863,debian,927,0.017926866
864,debian,927,0.25491294
865,silverblue,927,0.13892366
866,silverblue,927,0.012389408
867,fedora,927,0.68121016
868,fedora,927,0.33383217
869,ubuntu,927,0.02373534
870,steamos,927,0.57151634
871,suse,927,0.22909845
872,mint,927,0.8686464
873,debian,927,0.5783669
874,arch,927,0.047240984
875,ubuntu,927,0.74675924
876,suse,927,0.7256536
877,fedora,927,0.7982364
878,bazzite,927,0.14660671
879,gentoo,927,0.97614235
880,arch,927,0.85906637
881,arch,927,0.26483932
882,bazzite,927,0.15789808
883,debian,927,0.412674
884,ubuntu,927,0.9228356
885,debian,927,0.3176212
886,suse,927,0.2020148
887,steamos,927,0.08052732
888,debian,927,0.8484188
889,mint,927,0.31280798
890,bazzite,927,0.20102224
891,silverblue,927,0.67396015
892,suse,927,0.87789476
893,gentoo,927,0.053518303
894,ubuntu,927,0.7819451
895,steamos,927,0.072768606
896,bazzite,927,0.5841837
897,mint,927,0.42773038
898,debian,927,0.34580943
899,bazzite,927,0.63813007
900,bazzite,927,0.9168536
901,suse,927,0.27373984
902,fedora,927,0.96678543
903,suse,927,0.37429383
904,mint,927,0.2445777
905,fedora,927,0.22608614
906,gentoo,927,0.5630569
907,bazzite,927,0.5153788
908,fedora,927,0.9724104
909,mint,927,0.42153525
910,silverblue,927,0.15873657
911,debian,927,0.10482074
912,mint,927,0.74818707
913,arch,927,0.8866934
914,silverblue,927,0.13268034
915,fedora,927,0.9264542
916,fedora,927,0.13006556
917,debian,927,0.50003946
918,steamos,927,0.35839206
919,fedora,927,0.7045726
920,fedora,927,0.65600234
921,fedora,927,0.5573014
922,steamos,927,0.4730778
923,debian,927,0.44366124
924,bazzite,927,0.45556694
925,ubuntu,927,0.6645167
926,fedora,927,0.09351316
927,mint,927,0.7844221
928,arch,927,0.7804555
929,silverblue,927,0.35337362
930,suse,927,0.122422546
931,fedora,927,0.6083727
932,steamos,927,0.54660887
933,mint,927,0.42833376
934,ubuntu,927,0.88965124
935,debian,927,0.68287766
936,bazzite,927,0.82290596
937,gentoo,927,0.90875244
938,fedora,927,0.20080075
939,bazzite,927,0.62945414
940,silverblue,927,0.8092931
941,debian,927,0.92801523
942,steamos,927,0.13318317
943,silverblue,927,0.63620174
944,arch,927,0.39865816
945,steamos,927,0.90986896
946,arch,927,0.40403715
947,mint,927,0.11763058
948,mint,927,0.4719672
949,steamos,927,0.31558746
950,arch,927,0.040702313
951,gentoo,927,0.47062922
952,ubuntu,927,0.31226525
953,ubuntu,927,0.6604423
954,ubuntu,927,0.30089694
955,gentoo,927,0.6426062
956,gentoo,927,0.5967428
957,steamos,927,0.28560612
958,debian,927,0.8789042
959,steamos,927,0.16246668
960,gentoo,927,0.9817145
961,debian,927,0.27052337
962,mint,927,0.80367017
963,gentoo,927,0.11108186
964,arch,927,0.54029393
965,silverblue,927,0.5098815
966,debian,927,0.95588493
967,fedora,927,0.38782385
968,fedora,927,0.3894136
969,bazzite,927,0.5945412
970,bazzite,927,0.6139898
971,suse,927,0.8344708
972,steamos,927,0.7243444
973,arch,927,0.50733066
974,arch,927,0.72126377
975,mint,927,0.18648942
976,fedora,927,0.6417877
977,silverblue,927,0.53893244
978,bazzite,927,0.62294185
979,bazzite,927,0.9419549
980,debian,927,0.06380799
981,bazzite,927,0.037665546
982,debian,927,0.5445543
983,ubuntu,927,0.41670582
984,silverblue,927,0.47591892
985,fedora,927,0.37971738
986,debian,927,0.6601945
987,silverblue,927,0.15573008
988,steamos,927,0.92056197
989,fedora,927,0.5231647
990,gentoo,927,0.9635198
991,bazzite,927,0.9287291
992,silverblue,927,0.054891787
